Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
204 CINEMEX PLAZA BUGAMBILIA PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,RÍO BALSAS,,COLONIA,LOMAS DE LA SELVA,62290,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,223,18.93278553,-99.228695,2019-11
205 CINEMEX PLAZA BUGAMBILIA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,RIO BALSAS,,COLONIA,LOMAS DE LA SELVA,62290,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,223,18.93299131,-99.22839727,2026-04
42 CINEMEX CIBELES TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,PASEO CUAUHNÁHUAC,1932,COLONIA,TLAHUAPAN,62550,17,MORELOS,11,Jiutepec,1,Jiutepec                                                                                                      ,1173,18.90441835,-99.17641363,2010-07
57 CINEMEX CUAUTLA TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,CALLE,CARRETERA FEDERAL MÉXICO-CUAUTLA,,COLONIA,EJIDO TETELCINGO,62757,17,MORELOS,6,Cuautla,78,Tierra Larga                                                                                                  ,118,18.86750285,-98.95167419,2014-12
84 CINEMEX FORUM CUERNAVACA TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,CALLE,JACARANDAS,103,COLONIA,FLORES MAGÓN PRIMER FRACCIONAMIENTO,62370,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,126A,18.92354122,-99.1983585,2019-11
CINE CINE DOT,INTERBAKER,11 a 30 personas,BOULEVARD,PASEO CUAUHNAHUAC,1,COLONIA,FLORES MAGÓN PRIMER FRACCIONAMIENTO,62370,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,126A,18.92058769,-99.19854848,2025-04
CINE PREMIER,,6 a 10 personas,AVENIDA,PLAN DE AYALA,999,COLONIA,CUAUHNÁHUAC,62430,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,308,18.92355632,-99.21008315,2010-07
CINEPOLIS AVERANDA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CARRETERA,AUTOPISTA MÉXICO A CUERNAVACA KM 87+500,0,COLONIA,RICARDO FLORES MAGÓN,62370,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,609,18.93445465,-99.19721021,2017-03
CINEPOLIS CUAUTLA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,ANTIGUA MÉXICO A CUAUTLA,6,COLONIA,EMPLEADO POSTAL,62748,17,MORELOS,6,Cuautla,1,Cuautla                                                                                                       ,743,18.8474362,-98.93648714,2010-07
CINEPOLIS CUERNAVACA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,AUTOPISTA MÉXICO A ACAPULCO KM 87+500,0,COLONIA,RICARDO FLORES MAGÓN,62370,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,609,18.93711832,-99.19245025,2020-04
CINEPOLIS JOJUTLA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,UNIVERSIDAD (CARRETERA CUERNAVACA-JOJUTLA),90,COLONIA,CENTRO,62900,17,MORELOS,12,Jojutla,1,Jojutla                                                                                                       ,365,18.61771641,-99.19096346,2014-12
CINEPOLIS LOS CEDROS JIUTEPEC,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,EJE NORTE-SUR,2,COLONIA,CIVAC,62578,17,MORELOS,11,Jiutepec,1,Jiutepec                                                                                                      ,669,18.91211495,-99.18000299,2014-12
CINEPOLIS PLAZA EMILIANO ZAPATA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,ZAPATA A TEZOYUCA,44,COLONIA,CAMPO NUEVO,62766,17,MORELOS,8,Emiliano Zapata,1,Emiliano Zapata                                                                                               ,146,18.83187554,-99.18690556,2014-12
CINEPOLIS PORTAL D10,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,DOMINGO DIEZ,1203,COLONIA,LOMAS DE LA SELVA,62270,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,005A,18.95544872,-99.23687427,2010-07
CINEPOLIS TEMIXCO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,NINGUNO,145,COLONIA,CENTRO,62586,17,MORELOS,18,Temixco,51,Campo el Rayo (Acatlipa)                                                                                      ,034A,18.83391168,-99.2254348,2018-03
CINEPOLIS VIP CUERNAVACA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,AUTOPISTA MÉXICO A ACAPULCO KM 87+500,0,COLONIA,RICARDO FLORES MAGÓN,62370,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,609,18.93704333,-99.1925797,2017-03
DV CINEMA LAS PLAZAS,DV CINEMA LAS PLAZAS,11 a 30 personas,CALLE,Gutemberg,3,COLONIA,CENTRO,62000,17,MORELOS,7,Cuernavaca,1,Cuernavaca                                                                                                    ,257,18.92222384,-99.23393569,2016-01
281 CINEMEX TEPIC TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,AVENIDA DE LOS INSURGENTES ORIENTE,368,COLONIA,CAPITÁN OROZCO ORTEGA,63000,18,NAYARIT,17,Tepic,1,Tepic                                                                                                         ,328,21.49746982,-104.8849984,2014-12
86 CINEMEX FORUM TEPIC PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,LUIS DONALDO COLOSIO,680,COLONIA,BENITO JUAREZ ORIENTE,63175,18,NAYARIT,17,Tepic,1,Tepic                                                                                                         ,2057,21.49308411,-104.8652895,2011-03
87 CINEMEX FORUM TEPIC TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,LUIS DONALDO COLOSIO,680,COLONIA,BENITO JUAREZ ORIENTE,63175,18,NAYARIT,17,Tepic,1,Tepic                                                                                                         ,2057,21.49308411,-104.8652895,2025-04
CINEMA STIC,SECCION 25 DEL STIC,0 a 5 personas,CALLE,EMILIANO ZAPATA ORIENTE,135,COLONIA,CENTRO,63000,18,NAYARIT,17,Tepic,1,Tepic                                                                                                         ,1186,21.5090521,-104.8896408,2014-12
CINEMAC,,6 a 10 personas,CALLE,MIGUEL HIDALGO,129,COLONIA,CENTRO,63950,18,NAYARIT,6,Ixtlán del Río,1,Ixtlán del Río                                                                                                ,57,21.03471914,-104.366672,2019-11
CINEMAS GUAYABITOS,,6 a 10 personas,AVENIDA,SOL NUEVO,,LOCALIDAD,RINCÓN DE GUAYABITOS,63724,18,NAYARIT,4,Compostela,154,Rincón de Guayabitos                                                                                          ,90,21.02348181,-105.2687577,2019-11
CINEPOLIS DE MEXICO,CINEPOLIS DE MEXICO,11 a 30 personas,CALLE,LAZARO CARDENAS,340,LOCALIDAD,SAN VICENTE,63737,18,NAYARIT,20,Bahía de Banderas,88,San Vicente                                                                                                   ,681,20.74553954,-105.255286,2019-11
CINEPOLIS LAGO REAL,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,TEPIC,430,COLONIA,PLAZA LAGO REAL,63732,18,NAYARIT,20,Bahía de Banderas,53,Mezcales                                                                                                      ,906,20.7216074,-105.2789338,2014-12
CINEPOLIS PLAZA CANTERA (AGUAMILPA),EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,AGUAMILPA,1060,COLONIA,JAZMINES,63173,18,NAYARIT,17,Tepic,1,Tepic                                                                                                         ,2131,21.48883334,-104.8327385,2016-01
CINEPOLIS PLAZA LAS PALMAS SAN VICENTE,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,LÁZARO CÁRDENAS (CARRETERA MEZCALES-SAN VICENTE),340,FRACCIONAMIENTO,SAN VICENTE,63737,18,NAYARIT,20,Bahía de Banderas,88,San Vicente                                                                                                   ,681,20.74584415,-105.2551556,2010-07
112 CINEMEX HUMBERTO LOBO PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,HUMBERTO LOBO,540,COLONIA,ZONA LOS CALLEJONES,66220,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,488,25.66535187,-100.3811032,2014-12
131 CINEMEX LAS AMERICAS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,CONDUCTORES,120,COLONIA,VALLE LOS MORALES,66496,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,1619,25.71555255,-100.2502968,2014-12
138 CINEMEX LINCOLN POP,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,BENITO JUAREZ (ABRAHAM LINCOLN),8000,BARRIO,CHAPULTEPEC SUR,64100,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,4498,25.75953322,-100.4016501,2016-01
139 CINEMEX LINDAVISTA PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,MIGUEL ALEMAN,5054,COLONIA,LIBERTAD,67130,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe                                                                                                     ,132A,25.691208,-100.2489563,2010-07
163 CINEMEX MOL CONCORDIA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,LA CONCORDIA,5000,COLONIA,ANTIGUA SANTA ROSA,66610,19,NUEVO LEÓN   ,6,Apodaca,1,Ciudad Apodaca                                                                                                ,2240,25.78412902,-100.2275146,2010-07
177 CINEMEX PABELLON M PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,LICENCIADO BENITO JUÁREZ,,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,1686,25.6656281,-100.3160119,2016-10
191 CINEMEX PASEO SAN PEDRO PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,JOSÉ VASCONCELOS (AV DE LA CONCORDIA),402,COLONIA,ZONA VALLE CAMPESTRE,66231,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,242,25.65248634,-100.3590509,2010-07
201 CINEMEX PLAZA BELLA ANAHUAC PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,SENDERO NORTE,1001,COLONIA,CERRADA DE ANÁHUAC RESIDENCIAL,66059,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,1408,25.77024383,-100.2731108,2019-11
224 CINEMEX PLAZAS OUTLET TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,PROLONGACION,MANUEL L BARRAGÁN,220,COLONIA,EXHACIENDA EL CANADA GENERAL ESCOBEDO,66054,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,325,25.7715427,-100.3045156,2010-07
247 CINEMEX SALINAS VICTORIA POP,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,LOS NOGALES,0,COLONIA,BOSQUES DE LOS NOGALES,65515,19,NUEVO LEÓN   ,45,Salinas Victoria,559,Bosques de los Nogales                                                                                        ,051A,25.89134928,-100.2612215,2019-11
263 CINEMEX SANTA CATARINA TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,AV.  MANUEL ORDOÑEZ,1050,COLONIA,BOSQUES DEL PONIENTE,66370,19,NUEVO LEÓN   ,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,865,25.67448526,-100.4507859,2014-12
267 CINEMEX SERENA PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,NACIONAL,5000,COLONIA,VALLE ALTO,64986,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,3023,25.57697645,-100.2474318,2019-11
268 CINEMEX SERENA PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,NACIONAL,5000,COLONIA,VALLE ALTO,64986,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,3023,25.57731285,-100.2478413,2010-07
274 CINEMEX SUN MALL TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,PABLO LIVAS,7601,COLONIA,TRES CAMINOS,67190,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe                                                                                                     ,1635,25.65671754,-100.185061,2017-11
276 CINEMEX SUN MALL JUAREZ TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,SEÑORA BERTHA PEÑA DE GONZÁLEZ,1800,COLONIA,PASEO DEL PRADO,67250,19,NUEVO LEÓN   ,31,Juárez,1,Ciudad Benito Juárez                                                                                          ,1048,25.64815974,-100.111409,2010-07
304 CINEMEX VIA CORDILLERA PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,ALFONSO REYES,10,COLONIA,CORDILLERA RESIDENCIAL FASE UNO,66196,19,NUEVO LEÓN   ,48,Santa Catarina,1,Ciudad Santa Catarina                                                                                         ,333,25.65788297,-100.4404831,2025-04
37 CINEMEX CENTRIKA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,VICENTE GUERRERO,2500,COLONIA,COL. DEL PRADO,64520,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,989,25.70150353,-100.3099229,2017-11
51 CINEMEX CONTRY TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,JOSE VASCONCELOS (ELOY CAVAZOS),2003,COLONIA,BOSQUES DE LA PASTORA,67176,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe                                                                                                     ,2169,25.66210925,-100.2513658,2010-07
74 CINEMEX ESCOBEDO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,LAS TORRES,201,COLONIA,VALLE DE GIRASOLES,66056,19,NUEVO LEÓN   ,21,General Escobedo,1,Ciudad General Escobedo                                                                                       ,823,25.78853785,-100.3192728,2014-12
77 CINEMEX FASHION DRIVE PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,LAZARO CARDENAS,222,COLONIA,REAL SAN AGUSTIN,66260,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,399,25.65360034,-100.3378294,2016-01
78 CINEMEX FASHION DRIVE PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,DIEGO RIVERA,1000,COLONIA,ZONA SAN AGUSTÍN,66260,19,NUEVO LEÓN   ,19,San Pedro Garza García,1,San Pedro Garza García                                                                                        ,399,25.65110668,-100.3344228,2016-01
81 CINEMEX FIESTA ANAHUAC TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,MANUEL L BARRAGÁN,236,RESIDENCIAL,ANÁHUAC,66457,19,NUEVO LEÓN   ,46,San Nicolás de los Garza,1,San Nicolás de los Garza                                                                                      ,049A,25.74344125,-100.3122168,2014-12
CINE ARACELY,,6 a 10 personas,CALLE,ISAAC GARZA,840,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,1493,25.68131212,-100.3210571,2010-07
CINE CHAPLIN,SINDICATO DE TRABAJADORES DE LA INDUSTRIA CINEMATOGRAFICA SIMILARES Y CONEXOS DE LA REPUBLICA MEXICANA,6 a 10 personas,CALLE,HEROES DEL 47,,COLONIA,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,1563,25.68111622,-100.2990964,2010-07
CINE COMETA,RICARDO GONZALEZ,0 a 5 personas,AVENIDA,FELIX URESTI GOMEZ,,COLONIA,REFORMA,64550,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,993,25.69546053,-100.295273,2010-07
CINEMAS RALY,CINEMAS RALY,11 a 30 personas,AVENIDA,CRISTOBAL COLON,2901,COLONIA,MADERO,64550,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,1385,25.68385729,-100.2854594,2010-07
CINEMEX,CINEMEX,11 a 30 personas,AVENIDA,LICENCIADO BENITO JUAREZ,1102,ZONA COMERCIAL,CENTRO,64000,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,1686,25.66576644,-100.3159807,2020-11
CINEMEX SUN MALL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,PABLO LIVAS,7601,COLONIA,AGUA NUEVA,67190,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe                                                                                                     ,1635,25.65671059,-100.1850427,2021-05
CINEPLEX,CINEMAS DE OCCIDENTE,11 a 30 personas,CARRETERA,CARRETERA A REYNOSA,2301,COLONIA,29 DE JULIO,67190,19,NUEVO LEÓN   ,26,Guadalupe,1,Guadalupe                                                                                                     ,1103,25.66122186,-100.1512964,2025-04
CINEPOLIS ADANA LINCOLN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,ABRAHAM LINCOLN,5254,COLONIA,SAN JORGE,64330,19,NUEVO LEÓN   ,39,Monterrey,1,Monterrey                                                                                                     ,4110,25.72825737,-100.3687705,2012-06
